Patient,Sheet,Frozen,Organ,Fraction,Taxon,Pct
HUT95,HUT95,False,Cervix,IgM,Enterococcus faecalis,0.02
HUT95,HUT95,False,Cervix,IgM,Lactobacillus johnsonii,0.02
HUT95,HUT95,False,Cervix,IgM,Lactobacillus acidophilus,0.01
HUT95,HUT95,False,Cervix,IgM,Lactobacillus helveticus,0.01
HUT95,HUT95,False,Cervix,IgM,Burkholderia thailandensis,2.1
HUT95,HUT95,False,Cervix,IgM,Kocuria palustris,0.19
HUT95,HUT95,False,Cervix,IgM,Labrys sp. KNU-23,0.02
HUT95,HUT95,False,Cervix,IgM,Latilactobacillus curvatus,0.01
HUT95,HUT95,False,Cervix,PreSort,Lactobacillus iners,99.16
HUT95,HUT95,False,Cervix,PreSort,Lactobacillus crispatus,0.82
HUT95,HUT95,False,Cervix,PreSort,Lactobacillus jensenii,0.02
HUT95,HUT95,False,Endometrium,IgA,Lactobacillus iners,88.87
HUT95,HUT95,False,Endometrium,IgA,Cutibacterium acnes,1.99
HUT95,HUT95,False,Endometrium,IgA,Lactobacillus crispatus,1.79
HUT95,HUT95,False,Endometrium,IgA,Neisseria meningitidis,1.73
HUT95,HUT95,False,Endometrium,IgA,Gemella haemolysans,1.47
HUT95,HUT95,False,Endometrium,IgA,Moraxella osloensis,0.67
HUT95,HUT95,False,Endometrium,IgA,Enterococcus durans,0.66
HUT95,HUT95,False,Endometrium,IgA,Staphylococcus hominis,0.65
HUT95,HUT95,False,Endometrium,IgA,Staphylococcus ureilyticus,0.64
HUT95,HUT95,False,Endometrium,IgA,Granulicatella adiacens,0.5
HUT95,HUT95,False,Endometrium,IgA,Anaerococcus mediterraneensis,0.43
HUT95,HUT95,False,Endometrium,IgA,Fannyhessea vaginae,0.25
HUT95,HUT95,False,Endometrium,IgA,Moraxella bovis,0.21
HUT95,HUT95,False,Endometrium,IgA,Ruminococcus sp. FMBCY1,0.09
HUT95,HUT95,False,Endometrium,IgA,Anaerococcus prevotii,0.07
HUT95,HUT95,False,Endometrium,IgG,no microbes,
HUT95,HUT95,False,Endometrium,IgG,No,
HUT99,HUT99,False,Cervix,IgA,Lactobacillus iners,77.67
HUT99,HUT99,False,Cervix,IgA,Prevotella buccalis,5.72
HUT99,HUT99,False,Cervix,IgA,Moraxella osloensis,5.44
HUT99,HUT99,False,Cervix,IgA,Haemophilus parainfluenzae,4.15
HUT99,HUT99,False,Cervix,IgA,Fannyhessea vaginae,4.02
HUT99,HUT99,False,Cervix,IgA,Catenibacterium mitsuokai,1.51
HUT99,HUT99,False,Cervix,IgA,Fusobacterium nucleatum,1.41
HUT99,HUT99,False,Cervix,IgG,Prevotella buccalis,41.09
HUT99,HUT99,False,Cervix,IgG,Lactobacillus iners,20.45
HUT99,HUT99,False,Cervix,IgG,Fannyhessea vaginae,7.27
HUT99,HUT99,False,Cervix,IgG,Parvimonas micra,5.6
HUT99,HUT99,False,Cervix,IgG,Staphylococcus pasteuri,5.28
HUT99,HUT99,False,Cervix,IgG,Sneathia vaginalis,3.72
HUT99,HUT99,False,Cervix,IgG,Lactobacillus crispatus,3.62
HUT99,HUT99,False,Cervix,IgG,Anaerococcus mediterraneensis,2.38
HUT99,HUT99,False,Cervix,IgG,Cutibacterium acnes,2.27
HUT99,HUT99,False,Cervix,IgG,Streptococcus sanguinis,1.7
HUT99,HUT99,False,Cervix,IgG,Staphylococcus hominis,1.11
HUT99,HUT99,False,Cervix,IgG,Bacillus cereus,1.06
HUT99,HUT99,False,Cervix,IgG,Corynebacterium imitans,0.93
HUT99,HUT99,False,Cervix,IgG,Mesorhizobium terrae,0.85
HUT99,HUT99,False,Cervix,IgG,Granulicatella adiacens,0.71
HUT99,HUT99,False,Cervix,IgG,Gardnerella leopoldii,0.57
HUT99,HUT99,False,Cervix,IgG,Gardnerella vaginalis,0.5
HUT99,HUT99,False,Cervix,IgG,Prevotella oris,0.46
HUT99,HUT99,False,Cervix,IgG,Anaerococcus prevotii,0.44
HUT99,HUT99,False,Cervix,IgG,Schlegelella aquatica,5.2
HUT99,HUT99,False,Cervix,IgG,Comamonas kerstersii,1.76
HUT99,HUT99,False,Cervix,IgG,Comamonas sp. B21-038,0.86
HUT99,HUT99,False,Cervix,IgG,Dietzia sp. oral taxon 368,0.41
HUT99,HUT99,False,Cervix,IgG,Psychromicrobium lacuslunae,0.24
HUT99,HUT99,False,Cervix,IgM,Parvimonas micra,45.49
HUT99,HUT99,False,Cervix,IgM,Fannyhessea vaginae,18.06
HUT99,HUT99,False,Cervix,IgM,Peptoniphilus sp. SAHP1,15.76
HUT99,HUT99,False,Cervix,IgM,Prevotella buccalis,9.9
HUT99,HUT99,False,Cervix,IgM,Sneathia vaginalis,4.47
HUT99,HUT99,False,Cervix,IgM,Aerococcus christensenii,3.32
HUT99,HUT99,False,Cervix,IgM,Gardnerella vaginalis,0.71
HUT99,HUT99,False,Cervix,IgM,Gardnerella leopoldii,0.53
HUT99,HUT99,False,Cervix,IgM,Mesorhizobium terrae,0.45
HUT99,HUT99,False,Cervix,IgM,Streptococcus infantis,0.33
HUT99,HUT99,False,Cervix,IgM,Cutibacterium granulosum,0.33
HUT99,HUT99,False,Cervix,IgM,Cutibacterium acnes,0.25
HUT99,HUT99,False,Cervix,IgM,Streptococcus sanguinis,0.2
HUT99,HUT99,False,Cervix,IgM,Prevotella oris,0.13
HUT99,HUT99,False,Cervix,IgM,Rothia mucilaginosa,0.07
HUT99,HUT99,False,Cervix,IgM,Psychromicrobium lacuslunae,0.19
HUT99,HUT99,False,Cervix,IgM,Steroidobacter denitrificans,0.19
HUT99,HUT99,False,Cervix,IgM,Peptoniphilus ivorii,0.18
HUT99,HUT99,False,Cervix,PreSort,Parvimonas micra,48.09
HUT99,HUT99,False,Cervix,PreSort,Prevotella buccalis,16.9
HUT99,HUT99,False,Cervix,PreSort,Peptoniphilus sp. SAHP1,11.26
HUT99,HUT99,False,Cervix,PreSort,Sneathia vaginalis,8.38
HUT99,HUT99,False,Cervix,PreSort,Fannyhessea vaginae,7.82
HUT99,HUT99,False,Cervix,PreSort,Lactobacillus iners,3.59
HUT99,HUT99,False,Cervix,PreSort,Aerococcus christensenii,2.76
HUT99,HUT99,False,Cervix,PreSort,Metamycoplasma hominis,0.38
HUT99,HUT99,False,Cervix,PreSort,Anaerococcus prevotii,0.25
HUT99,HUT99,False,Cervix,PreSort,Prevotella oris,0.21
HUT99,HUT99,False,Cervix,PreSort,Gardnerella leopoldii,0.18
HUT99,HUT99,False,Cervix,PreSort,Gardnerella vaginalis,0.17
HUT99,HUT99,False,Cervix,PreSort,Bulleidia sp. zg-1006,0.24
HUT99,HUT99,False,Endometrium,IgA,Moraxella osloensis,25.18
HUT99,HUT99,False,Endometrium,IgA,Streptococcus parasanguinis,18.61
HUT99,HUT99,False,Endometrium,IgA,Streptococcus gordonii,18.04
HUT99,HUT99,False,Endometrium,IgA,Lactobacillus delbrueckii,15.3
HUT99,HUT99,False,Endometrium,IgA,Cutibacterium acnes,9.68
HUT99,HUT99,False,Endometrium,IgA,Leptotrichia buccalis,7.47
HUT99,HUT99,False,Endometrium,IgA,Gardnerella vaginalis,3.38
HUT99,HUT99,False,Endometrium,IgA,Streptococcus sp. KS 6,1.53
HUT99,HUT99,False,Endometrium,IgA,Prevotella buccalis,0.43
HUT99,HUT99,False,Endometrium,IgA,Fannyhessea vaginae,0.38
HUT99,HUT99,False,Endometrium,IgA,Gemmatirosa kalamazoonensis,0.85
HUT99,HUT99,False,Endometrium,IgG,Streptococcus pneumoniae,57.56
HUT99,HUT99,False,Endometrium,IgG,Streptococcus sanguinis,5.39
HUT99,HUT99,False,Endometrium,IgG,Granulicatella adiacens,4.85
HUT99,HUT99,False,Endometrium,IgG,Neisseria meningitidis,4.66
HUT99,HUT99,False,Endometrium,IgG,Lactobacillus crispatus,3.99
HUT99,HUT99,False,Endometrium,IgG,Streptococcus pyogenes,3.6
HUT99,HUT99,False,Endometrium,IgG,Haemophilus parainfluenzae,3.24
HUT99,HUT99,False,Endometrium,IgG,Streptococcus oralis,3.18
HUT99,HUT99,False,Endometrium,IgG,Lactobacillus iners,2.35
HUT99,HUT99,False,Endometrium,IgG,Lactococcus cremoris,2.2
HUT99,HUT99,False,Endometrium,IgG,Streptococcus agalactiae,1.34
HUT99,HUT99,False,Endometrium,IgG,Streptococcus thermophilus,1.31
HUT99,HUT99,False,Endometrium,IgG,Gemella haemolysans,1.19
HUT99,HUT99,False,Endometrium,IgG,Cutibacterium acnes,0.88
HUT99,HUT99,False,Endometrium,IgG,Moraxella osloensis,0.74
HUT99,HUT99,False,Endometrium,IgG,Enterococcus faecalis,0.57
HUT99,HUT99,False,Endometrium,IgG,Staphylococcus hominis,0.49
HUT99,HUT99,False,Endometrium,IgG,Cardiobacterium sp. Marseille-Q4385,0.33
HUT99,HUT99,False,Endometrium,IgG,Candidatus Nanosynbacter sp. HMT-352,0.28
HUT99,HUT99,False,Endometrium,IgG,Streptococcus suis,0.28
HUT99,HUT99,False,Endometrium,IgG,Veillonella parvula,0.22
HUT99,HUT99,False,Endometrium,IgG,Prevotella jejuni,0.22
HUT99,HUT99,False,Endometrium,IgG,Prevotella buccalis,0.21
HUT99,HUT99,False,Endometrium,IgG,Cardiobacterium hominis,0.21
HUT99,HUT99,False,Endometrium,IgG,Rothia dentocariosa,0.18
HUT99,HUT99,False,Endometrium,IgG,Streptococcus mitis,0.17
HUT99,HUT99,False,Endometrium,IgG,Cutibacterium granulosum,0.12
HUT99,HUT99,False,Endometrium,IgG,Liquorilactobacillus hordei,0.09
HUT99,HUT99,False,Endometrium,IgG,Streptococcus gordonii,0.07
HUT99,HUT99,False,Endometrium,IgG,Schaalia odontolytica,0.07
HUT99,HUT99,False,Endometrium,IgG,Schlegelella aquatica,7.09
HUT99,HUT99,False,Endometrium,IgG,Staphylococcus saccharolyticus,0.62
HUT99,HUT99,False,Endometrium,IgG,Kocuria palustris,0.48
HUT99,HUT99,False,Endometrium,IgG,Peptoniphilus ivorii,0.15
HUT99,HUT99,False,Endometrium,IgG,Comamonas kerstersii,0.15
HUT99,HUT99,False,Endometrium,IgG,Comamonas sp. B21-038,0.09
HUT99,HUT99,False,Endometrium,IgG,Empedobacter falsenii,0.06
HUT99,HUT99,False,Endometrium,IgG,Lichenicola cladoniae,0.04
HUT99,HUT99,False,Endometrium,IgG,Cloacibacterium caeni,0.03
HUT99,HUT99,False,Endometrium,IgG,Psychromicrobium lacuslunae,0.02
HUT99,HUT99,False,Endometrium,IgA,Streptococcus pneumoniae,27.98
HUT99,HUT99,False,Endometrium,IgA,Lactobacillus iners,21.57
HUT99,HUT99,False,Endometrium,IgA,Streptococcus mitis,17.05
HUT99,HUT99,False,Endometrium,IgA,Haemophilus parainfluenzae,8.42
HUT99,HUT99,False,Endometrium,IgA,Streptococcus thermophilus,3.23
HUT99,HUT99,False,Endometrium,IgA,Massilia oculi,2.94
HUT99,HUT99,False,Endometrium,IgA,Exiguobacterium sp. AT1b,2.23
HUT99,HUT99,False,Endometrium,IgA,Alicycliphilus denitrificans,2.02
HUT99,HUT99,False,Endometrium,IgA,Staphylococcus aureus,1.95
HUT99,HUT99,False,Endometrium,IgA,Castellaniella defragrans,1.63
HUT99,HUT99,False,Endometrium,IgA,Bacillus anthracis,1.37
HUT99,HUT99,False,Endometrium,IgA,Exiguobacterium aurantiacum,1.15
HUT99,HUT99,False,Endometrium,IgA,Cutibacterium acnes,1.09
HUT99,HUT99,False,Endometrium,IgA,Staphylococcus epidermidis,1.08
HUT99,HUT99,False,Endometrium,IgA,Peptoniphilus sp. SAHP1,0.94
HUT99,HUT99,False,Endometrium,IgA,Streptococcus pyogenes,0.92
HUT99,HUT99,False,Endometrium,IgA,Miniimonas sp. S16,0.7
HUT99,HUT99,False,Endometrium,IgA,Prevotella buccalis,0.56
HUT99,HUT99,False,Endometrium,IgA,Neisseria meningitidis,0.54
HUT99,HUT99,False,Endometrium,IgA,Corynebacterium callunae,0.48
HUT99,HUT99,False,Endometrium,IgA,Porphyromonas sp. oral taxon 275,0.45
HUT99,HUT99,False,Endometrium,IgA,Massilia sp. NP310,0.38
HUT99,HUT99,False,Endometrium,IgA,Dechloromonas sp. HYN0024,0.3
HUT99,HUT99,False,Endometrium,IgA,Peptoniphilus harei,0.28
HUT99,HUT99,False,Endometrium,IgA,Fannyhessea vaginae,0.23
HUT99,HUT99,False,Endometrium,IgA,Brevundimonas mediterranea,0.19
HUT99,HUT99,False,Endometrium,IgA,Massilia sp. MB5,0.17
HUT99,HUT99,False,Endometrium,IgA,Roseomonas gilardii,0.08
HUT99,HUT99,False,Endometrium,IgA,Oligella urethralis,0.07
HUT99,HUT99,False,Endometrium,IgA,Schlegelella aquatica,2.72
HUT99,HUT99,False,Endometrium,IgA,Exiguobacterium sp. PFWT01,2.24
HUT99,HUT99,False,Endometrium,IgA,Staphylococcus saccharolyticus,1.51
HUT99,HUT99,False,Endometrium,IgA,Fenollaria massiliensis,0.83
HUT99,HUT99,False,Endometrium,IgA,Luteimonas sp. MC1750,0.81
HUT99,HUT99,False,Endometrium,IgA,Bacillus thuringiensis,0.63
HUT99,HUT99,False,Endometrium,IgA,Exiguobacterium alkaliphilum,0.52
HUT99,HUT99,False,Endometrium,IgA,Comamonas kerstersii,0.38
HUT99,HUT99,False,Endometrium,IgA,Comamonas sp. B21-038,0.23
HUT99,HUT99,False,Endometrium,IgA,Varibaculum prostatecancerukia,0.13
HUT99,HUT99,False,Vagina,IgA,Streptococcus pneumoniae,27.98
HUT99,HUT99,False,Vagina,IgA,Lactobacillus iners,21.57
HUT99,HUT99,False,Vagina,IgA,Streptococcus mitis,17.05
HUT99,HUT99,False,Vagina,IgA,Haemophilus parainfluenzae,8.42
HUT99,HUT99,False,Vagina,IgA,Streptococcus thermophilus,3.23
HUT99,HUT99,False,Vagina,IgA,Massilia oculi,2.94
HUT99,HUT99,False,Vagina,IgA,Exiguobacterium sp. AT1b,2.23
HUT99,HUT99,False,Vagina,IgA,Alicycliphilus denitrificans,2.02
HUT99,HUT99,False,Vagina,IgA,Staphylococcus aureus,1.95
HUT99,HUT99,False,Vagina,IgA,Castellaniella defragrans,1.63
HUT99,HUT99,False,Vagina,IgA,Bacillus anthracis,1.37
HUT99,HUT99,False,Vagina,IgA,Exiguobacterium aurantiacum,1.15
HUT99,HUT99,False,Vagina,IgA,Cutibacterium acnes,1.09
HUT99,HUT99,False,Vagina,IgA,Staphylococcus epidermidis,1.08
HUT99,HUT99,False,Vagina,IgA,Peptoniphilus sp. SAHP1,0.94
HUT99,HUT99,False,Vagina,IgA,Streptococcus pyogenes,0.92
HUT99,HUT99,False,Vagina,IgA,Miniimonas sp. S16,0.7
HUT99,HUT99,False,Vagina,IgA,Prevotella buccalis,0.56
HUT99,HUT99,False,Vagina,IgA,Neisseria meningitidis,0.54
HUT99,HUT99,False,Vagina,IgA,Corynebacterium callunae,0.48
HUT99,HUT99,False,Vagina,IgA,Porphyromonas sp. oral taxon 275,0.45
HUT99,HUT99,False,Vagina,IgA,Massilia sp. NP310,0.38
HUT99,HUT99,False,Vagina,IgA,Dechloromonas sp. HYN0024,0.3
HUT99,HUT99,False,Vagina,IgA,Peptoniphilus harei,0.28
HUT99,HUT99,False,Vagina,IgA,Fannyhessea vaginae,0.23
HUT99,HUT99,False,Vagina,IgA,Brevundimonas mediterranea,0.19
HUT99,HUT99,False,Vagina,IgA,Massilia sp. MB5,0.17
HUT99,HUT99,False,Vagina,IgA,Roseomonas gilardii,0.08
HUT99,HUT99,False,Vagina,IgA,Oligella urethralis,0.07
HUT99,HUT99,False,Vagina,IgA,Schlegelella aquatica,2.72
HUT99,HUT99,False,Vagina,IgA,Exiguobacterium sp. PFWT01,2.24
HUT99,HUT99,False,Vagina,IgA,Staphylococcus saccharolyticus,1.51
HUT99,HUT99,False,Vagina,IgA,Fenollaria massiliensis,0.83
HUT99,HUT99,False,Vagina,IgA,Luteimonas sp. MC1750,0.81
HUT99,HUT99,False,Vagina,IgA,Bacillus thuringiensis,0.63
HUT99,HUT99,False,Vagina,IgA,Exiguobacterium alkaliphilum,0.52
HUT99,HUT99,False,Vagina,IgA,Comamonas kerstersii,0.38
HUT99,HUT99,False,Vagina,IgA,Comamonas sp. B21-038,0.23
HUT99,HUT99,False,Vagina,IgA,Varibaculum prostatecancerukia,0.13
